message_content,prelabel,label,cleaned_text,has_caps,has_phone,is_kiswahili_sheng
"Hello  GIDEON, Ksh 72,000 has been deposited to your account.\n\nYou can now withdraw it to mpesa.\n\nvisit >  sofabets.com\n\nThank You.",2: High-risk scam,scam,hello gideon ksh deposit account withdraw mpesa visit thank,True,False,False
"Samahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara, ufute nitashukuru. Niandikie majina na nambari ile itapokea soda.yako ",0: Legit (Low-risk),legit,samahani sio wako unazo siri zangu biashara ufute majina nambari ile itapokea soda yako,True,False,True
"LUCKY TEAM *446#\nSHUJAA PETER AMEKWACHUA 220,000 /=\n\nBONYEZA *446#, CHEZA KAMA SHUJAA, SHINDA PESA\n\nWITHDRAW WINNINGS TO YOUR MPESA\nSTOP *456*9*5#",0: Legit (Low-risk),legit,lucky team shujaa bonyeza cheza kama shujaa shinda pesa withdraw winning mpesa stop,True,False,False
"Recruiting partners, mobile phone work, 1-5 minutes of work per day, 3000-8000Ksh per day. Contact information:https://t.me/OnlineCustomerService55",2: High-risk scam,scam,recruit partner mobile phone work minute work day day contact information,True,False,False
Congratulations winner You have Received 1000Ksh\n\nDeposit 1000Ksh & GET 1000Ksh\nInstantly\n\nDeposit to Claim>>\nhttps://www.aviata.ke STOP\n*456*9*5#,2: High-risk scam,scam,congratulation winner receive deposit instantly deposit claim stop,True,False,False
#QM NJAANUARY CRAZY DEALS!\n\nRed Grapes/Pack@299\nBeef Steak/500g@449\nDairyBest 500ml@56\nJogoo Maize 2kg@129\nLotus HB 2kg@129\nFresh Fri 2l@549\nSunrice Basmati 5kg@1399\nPrestige Margarine 500g@199\nPepsi Soda 2l@129\nPetals/Rosy 10P@299\nPersil 1kg@289\nZenta Cream 1kg@179\nSoftcare Gold H/Count@899\nRamton S/Iron@1495\nVon Blender 350W@4295\nVon W/Dispenser@6895\nMika Fridge 138L@29995\n\nVALID ONLY TODAY\n(24/01/2025)\nGilbeys 750ml@899\nJ&B Whisky 1l@1399\n STOP *456*9*5#,0: Legit (Low-risk),legit,njaanuary crazy deal red grape pack beef steak dairyb jogoo maize lotus fresh fri sunrice prestige margarine pepsi soda petal rosy persil zenta cream softcare gold count ramton iron von blender von dispenser mika fridge valid today gilbey whisky stop,True,False,False
"Stay fresh & confident with Dadacare! Enjoy lasting comfort and softness with no hassle of frequent pad changes. Shop Dadacare at bit.ly/48dWlET STOP *456*9*5#Valentine's Flash Sale! Get 20% Off non-discounted items (excluding diapers) from 12 PM to 2 PM. Use code VALENTINES20. Shop at bit.ly/3pNQdTH STOP *456*9*5#Your Offer! Kes.1,402 Off today, 2.02 PM - 2.31 PM. Use Code 1402 on all items except prescriptions. Min spend Kes.2,500. Shop at bit.ly/3pNQdTH STOP *456*9*5#",2: High-risk scam,scam,stay fresh confident dadacare enjoy last comfort softness hassle frequent pad change shop dadacare bit stop valentine flash sale non discount item exclude diaper use code shop bit stop offer kes today use code item prescription min spend kes shop bit stop,True,False,False
"NOTICE!  Dear tenant. We are writing to let you know about a significant modification to our year 2025 rent payment procedure. Effective from (MARCH) all rent payments will be done through:  LIPA NA MPESA PAYBILL: 4157147 ACCOUNT: Your name or House Number NAME: RESIDENTIAL MANAGEMENT AGENCY  Cash or any other mode of payment will not be accepted moving forward. Deadline 5th MARCH 2025.  Regards, Management",2: High-risk scam,scam,notice dear tenant write let know significant modification year rent payment procedure effective march rent payment lipa mpesa paybill account house number residential management agency cash mode payment accept move forward deadline march regard management,True,False,False
"Dear Customer,  Reply with1 to set NI MUNGU by JOHN M as your Skiza Tune.   Reply with2 to set Yatapita by SALAF as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam,dear customer reply set mungu tune reply set yatapita salaf tune relive historic moment dial set today history tune,True,False,False
"You are never too old to learn somethinng new.Reply with 00 to subscribe. Dial *812*370# hussle like there is no tomorrow as your skiza. to stop receiving this message reply, stop",0: Legit (Low-risk),legit,old learn somethinng new reply subscribe dial hussle like tomorrow skiza stop receive message reply stop,True,False,False
GCongratulations for being my friend today might be your lucky day\n\n\nKindly where do you come from,2: High-risk scam,scam,gcongratulation friend today lucky day kindly come,True,False,False
"Mungu mpendwa, naomba ulinde watoto wangu. Waongoze kwenye njia iliyo sawa na walinde kutokana na hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit,ulinde watoto wangu waongoze iliyo sawa walinde kutokana hatari wajaze hekima ujasiri familia yetu iwe kimbilio upendo ili kueneza ujumbe huu kwa wengine bonyeza kupata niponye mungu kama,True,False,True
"Jason, your fund balance: 2185609.00 KES Sh has been received, please check. Account number: uu5659 Password: yy99568 Access link: jhydl.com",2: High-risk scam,scam,fund balance ke receive check account number password access link,True,False,False
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit,lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,True,False,False
"Dear JAPHETH KITUR , you have a Maize voucher code: TDPS7V4FUN for 2 Bags of Top Dresser.This voucher is for Long Rain 2025.This voucher will expire on 30/06/2025. Please visit your nearest NCPB Depot to redeem. Thank You - Ministry of Agriculture",2: High-risk scam,scam,dear maize voucher code bag dresser voucher long rain voucher expire visit near ncpb depot redeem thank ministry agriculture,True,False,False
"Cheapest social media marketers of Facebook, Instagram, Tiktok, YouTube etc. Make your order here👇👇\nCheapgainskenya.co.ke\nWhatsApp Us https://wa.me/254718436139",2: High-risk scam,scam,cheap social medium marketer facebook instagram tiktok youtube etc order cheapgainskenya whatsapp,True,False,False
"Asante Mungu, kwa baraka zako zote. Kwa chakula, kwa afya, kwa familia na marafiki. Moyo wangu umejaa shukrani. Amina. Jibu na 2 ili Kueneza baraka hizi kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit,asante mungu kwa kwa chakula kwa afya kwa familia marafiki ili kueneza baraka hizi kwa wengine ili usipokee tena jumbe hizi jibu stop,True,False,True
"[Zuricash] You have successfully logged in, apply and receive up to 50,000 by clicking https://bit.ly/3rFEHdU, or contact us: 0207905232. STOP*456*9*5#",2: High-risk scam,scam,zuricash successfully log apply receive click contact stop,True,False,False
When you pray real things happen in your life that wouldnt have happened if you didnt pray. God is real and he is listening🙏Bless your callers with this message,0: Legit (Low-risk),legit,pray real thing happen life happen pray god real listen bless caller message,True,False,False
"Win! With kes10, you can win upto kes 10,000 on bebacrash.Enjoy 60% Karibu bonus,30% referral bonus\nlink:https://bebacrash.com?affil=Bebacrash1 STOP *456*9*5#",2: High-risk scam,scam,win win upto kes bebacrash enjoy karibu bonus referral bonus link stop,True,False,False
"Hi ni Phoebe, mbona hauko online, anyway text me on 0748295778 via WhatsApp. we need to finish up the transaction.",2: High-risk scam,scam,mbona hauko online text whatsapp need finish transaction,True,False,False
"'The Lord is my Light and my salvation,who shall i fear🙏To share this message of strength reply with 3.To stop receiving these messages reply with STOP.",0: Legit (Low-risk),legit,lord light salvation shall fear share message strength reply stop receive message reply stop,True,False,False
Sunday Flash Sale is On! Get 20% Off using code BREAKFREE20 on non-discounted items except diapers. Order Now until 4 PM. Shop at bit.ly/3BfPu3g. STOP *456*9*5#It's Live! Last Flash Sale of February with 20% OFF til 4 PM. Use code BREAKFREE20 on non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Pay Week Sale is LIVE! Use code PAYWEEK20 & get 20% off on Pay Week items. ,2: High-risk scam,scam,sunday flash sale code non discount item diaper order shop bit stop live flash sale february til use code non discount item diaper shop bit stop pay week sale live use code pay week item,True,False,False
"Dear Customer; TALA Softloan is now available to all M-PESA Users @ 10% interest from; Ksh10,000 Ksh20,000 Ksh50,000 Ksh250,000, call/sms TALA to 0736462245",2: High-risk scam,scam,dear customer tala softloan available pesa user interest sms tala,True,False,False
"RENT REMINDER:Dear tenants,all rent payment is due in a few days.We have changed our rent payment method to Equity bank account PAYBILL:247247 ACCNO: 7770185211128",2: High-risk scam,scam,rent reminder dear tenant rent payment day change rent payment method equity bank account paybill accno,True,False,False
´Usikate tamaa. Mungu yupo!💪🙌To subscribe reply with 20.To stop receiving these messages reply with stop.,0: Legit (Low-risk),legit,usikate tamaa mungu yupo subscribe reply stop receive message reply stop,True,False,False
"Part-time or full-time online work, 1-5 minutes of work per day, 5000Ksh per day. Contact information:https://t.me/Jennife33998",2: High-risk scam,scam,time time online work minute work day day contact information,True,False,False
"# ***Government Scholarship 2024-25 is OPEN NOW!***   Country: TURKEY ... GERMANY....UK...USA... INDIA... ITALY...NEW ZEALAND.... MALAYSIA... CANADA... AUSTRALIA... EGYPT... JAPAN...CHINA...ETC.  Universities: All Universities in the country   Course Level: Bachelor’s, Master’s, PhD  Scholarship Coverage: Fully Funded  Eligibility: Selected Countries  Deadline Date: 30 April 2024  **Scholarship Benefits:**  Full tuition fees  Return economy class air travel  One time Establishment allowance  Contribution to living expenses paid fortnightly  An Introductory Academic Program  Overseas Student Health Cover (OSHC) for the duration of the award  Supplementary academic support  Initial visa expenses  Research awards and Masters by coursework.  Research awards eligible research students.  Share with others for help and awareness",2: High-risk scam,scam,government scholarship open country turkey germany usa india italy new zealand malaysia canada australia egypt japan china etc university university country course level bachelor master scholarship coverage fully fund eligibility select country deadline date april scholarship benefit tuition fee return economy class air travel time establishment allowance contribution living expense pay fortnightly introductory academic program overseas student health cover oshc duration award supplementary academic support initial visa expense research award master coursework research award eligible research student share help awareness,True,False,False
"Nothing beats this,\nCongratulations, you've won 401 MILLI SportPesa Mega Jackpot!\n\nCheza na 99 bob, Kick-off ni LEO 8:30pm!\n\nhttps://spp.ke/MJPB\n\nStop *456*9*5#",2: High-risk scam,scam,beat congratulation win milli sportpesa mega jackpot cheza bob leo stop,True,False,False
"Your chance to win KES 5,000 is just a transaction away! Spend KES 250 or more via Paybill, Buy Goods, or bill payments directly from your Branch app and stand a chance to win. Start transacting today! T&Cs apply #KrisiIbambe",2: High-risk scam,scam,chance win kes transaction away spend kes paybill buy good bill payment directly branch app stand chance win start transact today apply krisiibambe,True,False,False
"Dear tenant,rent payment is now via MPESA TILL 4590480(PAYLINK)due to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT.",2: High-risk scam,scam,dear tenant rent payment mpesa till paylink problem regular rent account pay time payment accept management,True,False,False
Kindly Visit us on Google playstore to grab quick loan..\n\nAPP LOAN \n\n>>ZURICASH \nhttps://bit.ly/3EoWSZd\n   \n Don't miss out our exclusive discounts of not less than 300 off your repayable amount for your resent application.,2: High-risk scam,scam,kindly visit google playstore grab quick loan app loan zuricash don miss exclusive discount repayable resent application,True,False,False
God is close to those who are hurting and will never forsake them🙏. Reply with 6 to share this message. To stop getting these messages reply stop. Dial *812*734# to get Salimia watu as your skiza tune.,0: Legit (Low-risk),legit,close hurt forsake reply share message stop get message reply stop dial salimia watu skiza tune,True,False,False
You have received ksh 1000 login bonus\nEnjoy 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke STOP *456*9*5#,2: High-risk scam,scam,receive ksh login bonus enjoy ksh deposit promo mali play win stop,True,False,False
"Customer Satisfaction Survey!\n\nDear Valued Customer,\n\nAt Quickmart, we are dedicated to providing you with an outstanding shopping experience. To help us achieve this goal, we invite you to participate in our quarterly customer satisfaction survey.\nYour feedback is crucial to us, and it will be used to make meaningful improvements. Please take a moment to complete the survey by clicking the following link: \n\nLink survey https://shorturl.at/KBLEY\nThank you!\n STOP *456*9*5#",2: High-risk scam,scam,customer satisfaction survey dear value customer quickmart dedicate provide outstanding shopping experience help achieve goal invite participate quarterly customer satisfaction survey feedback crucial meaningful improvement moment complete survey click follow link link survey thank stop,True,False,False
"NOTICE!\nDear tenant.\n\nWe are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER all rent payments will be done through:\n\nLIPA NA MPESA \nPAY BILL \nBusiness number 4140727\nAccount Number ( your name or house number)\nNAME : PROSPERITY  SERVICES \n\nCash or any other mode of payment will not be accepted deadline 5th SEPTEMBER.\n\nRegards,\nManagement.",2: High-risk scam,scam,notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number prosperity service cash mode payment accept deadline september regard management,True,False,False
"I can do everything through Him who gives me strength, Phillippians 4:13, Reply with 10 to spread this message of Strength. To entertain your callers with I can do all this through him who gives me strength"" dial *811*351#""",0: Legit (Low-risk),legit,give strength phillippian reply spread message strength entertain caller give strength dial,True,False,False
"HELLO Hope this message finds you well.. This is KENYA WRITERS, we are currently hiring and training writers to do academic assignments, projects and researches for pay (20,000-60,000 monthly) If interested, join our whatsApp group for updates via the link below  https://chat.whatsapp.com/Ek2zwGIoKzk2PQxXZSpMvt  Ignore if not interested",2: High-risk scam,scam,hello hope message find kenya writer currently hire train writer academic assignment project research pay monthly interested join whatsapp group update link ignore interested,True,False,False
"Dear Customer,  Reply with1 to set shukran ya Rab by nasheed as your Skiza Tune.   Reply with2 to set NI MUNGU by JOHN M as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam,dear customer reply set nasheed tune reply set mungu tune relive historic moment dial set today history tune,True,False,False
"[Zuricash] You have successfully logged in, apply and receive up to 50,000 by clicking https://bit.ly/3rFEHdU, or contact us: 0207905232. STOP*456*9*5#",2: High-risk scam,scam,zuricash successfully log apply receive click contact stop,True,False,False
May blessings,0: Legit (Low-risk),legit,blessing,True,False,False
"Dear Customer,  Reply with1 to set Eidun Saeed by Islamic Nasheed as your Skiza Tune.   Reply with2 to set Nyanya Rukia Kunkucha by Mtech Wacky tunes as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.\n",2: High-risk scam,scam,dear customer reply set saeed islamic nasheed tune reply set nyanya rukia mtech wacky tune tune relive historic moment dial set today history tune,True,False,False
"M-PESA\nRI19KTV1PX Confirmed.You have received Ksh3,850.00 from YUSUF ALI on 1/9/23 New M-PESA balance is Ksh(LOCKED).To reverse forward message to 456.",2: High-risk scam,scam,pesa confirm receive yusuf ali new pesa balance ksh lock reverse forward message,True,False,False
'God changes times and seasons🙏: he removes Kings and raises others. He gives wisdom to the wise🙏🙌To set this as your call sign please reply with 18. To stop receining these messages reply with Stop.,0: Legit (Low-risk),legit,god change time season remove king raise give wisdom wise set sign reply stop receine message reply stop,True,False,False
We are delighted to inform you that you may now proceed with your transaction using the ID 601189. Thank you for choosing our service,2: High-risk scam,scam,delighted inform proceed transaction thank choose service,True,False,False
"SIKU ISIISHE KAMA HUJANYAKUA PAWA CASH\nUkiwa na 50bob Tunaimultiply hadi SH300,000+\nUsizubae Rafiki!\n-\nDIAL *249# & PICK\n1\n2\n3\n4\n5\n6\n7\nSTOP*456*9*5#",0: Legit (Low-risk),legit,siku cash ukiwa tunaimultiply hadi usizubae rafiki dial pick stop,True,False,False
Part time job.\nEarn 800-5000KES easily every day.\nno time limit. Part-time job online.\nDownload TG and get the job done.\nDownload TG to get to work:\nt.me/SU5855,0: Legit (Low-risk),legit,time job earn easily day time limit time job online download job download work,True,False,False
Welcome to FRIENDZCHAT service. Please reply: 1 Buy auto renew. 2 Buy once. 3 Reject.,0: Legit (Low-risk),legit,welcome friendzchat service reply buy auto renew buy reject,True,False,False
"Fungua mwezi kidosi na Ksh 389,054,613 SPORTPESA Mega Jackpot mfukoni\nCheza na 99/= Kick-off ni Kesho 8PM\nhttps://spp.ke/TC\nDial *790#\n0709079079 Stop *456*9*5#",2: High-risk scam,scam,fungua mwezi kidosi ksh sportpesa mega jackpot mfukoni cheza kick kesho dial stop,True,False,True
"[Zuricash] You have successfully logged in, apply and receive up to 50,000 by clicking https://bit.ly/3rFEHdU, or contact us: 0207905232. STOP*456*9*5#",2: High-risk scam,scam,zuricash successfully log apply receive click contact stop,True,False,False
"Samahani! Huo ujumbe haukuwa wako,nilikuwa natumia madam HELLEN nakwakuwa nilikuwa naendesha gari nikakosea nambari moja ikaingia kwako kimakosa.Tafadhali futa huo ujumbe kwa simu yako na usije ukaonyesha yeyote kwa kuwa unazo siri zangu za kibiashara zenye zaweza fanya nipate hasara kubwa ikipata mwenye si mwaminifu.nakuahidi utapata zawadi kubwa nikipata mali yangu ikiwa salama kwa uaminifu wako. Naitwa DR.HAMISA SWALEH kutoka Arusha Tanzania kwa sasa niko safarini naelekea Mombasa,nitumie nambari yako ya safaricom na majina kamili nikutumie zawadi yako kwa 0105051632",0: Legit (Low-risk),legit,samahani nilikuwa natumia madam hellen nakwakuwa nilikuwa naendesha gari nikakosea nambari moja futa kwa simu yako usije ukaonyesha yeyote unazo siri zangu hasara kubwa ikipata mwenye mwaminifu nakuahidi utapata zawadi kubwa nikipata mali yangu ikiwa salama kwa arusha tanzania kwa sasa mombasa yako safaricom majina kamili yako kwa,True,False,True
"🔥🤑Get FREE 50 Mbs data, Reply with YES to set\n🌞People say nothing is impossible, but I do nothing every day.😅\nas your call signature and successfully bill. To stop receiving messages reply STOP.",0: Legit (Low-risk),legit,free mbs datum reply yes set people impossible day signature successfully bill stop receive message reply stop,True,False,False
"Hallo madam susan have sent 13.8M via western union, clear containers (JX8213)secret wordblue",0: Legit (Low-risk),legit,hallo madam susan send western union clear container secret wordblue,True,False,False
"🤑🎁Get FREE 50 Mbs data, Reply with YES and successfully bill to set\n😄🏖The best way to cheer yourself is to try to cheer someone else up.\nas your call signature. To stop receiving messages reply STOP.",0: Legit (Low-risk),legit,free mbs datum reply yes successfully bill set good way cheer try cheer signature stop receive message reply stop,True,False,False
"You have Received Ksh 295,650 from TOPCRASH \n\nOWEN MAINA Ametoa hii pesa@12.08\n-\nCLICK> topcrash.co.ke\n\nDeposit 99 | PLAY & WITHDRAW STOP *456*9*5#\n",2: High-risk scam,scam,receive ksh topcrash ametoa hii pesa click topcrash deposit play withdraw stop,True,False,False
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit,lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,True,False,False
Dear Wandia\nDownload our MANIFESTO for the people of Mombasa\n\nwww.mombasayetu.com/KISW.pdf\n\nwww.mombasayetu.com/ENGLISH.pdf\n\nShariff Nassir\nSTOP *456*9*5#,2: High-risk scam,scam,dear wandia download manifesto people mombasa shariff nassir stop,True,False,False
Kindly Visit us on Google playstore to grab quick loan..\n\nAPP LOAN \n\n>>ZURICASH \nhttps://bit.ly/3EoWSZd\n   \n Don't miss out our exclusive discounts of not less than 300 off your repayable amount for your resent application.,2: High-risk scam,scam,kindly visit google playstore grab quick loan app loan zuricash don miss exclusive discount repayable resent application,True,False,False
halal unaitwaje,0: Legit (Low-risk),legit,halal unaitwaje,False,False,True
2025:A year of new blessings,0: Legit (Low-risk),legit,year new blessing,False,False,False
IMAGINE TU VILE MAISHA YAKO INAWEZA BADILIKA UKISHINDA 1 MILLION!!\n\nCHEZA LOTTO USHINDE MAPESAA!\n\nTO PLAY DIAL *501#\n\nKUWA MSHINDI WETU WA LEO!!\n\nSTOP*456*9*5#,0: Legit (Low-risk),legit,imagine vile inaweza badilika ukishinda million cheza lotto ushinde mapesaa play dial kuwa leo stop,True,False,False
"Hello oliver,i have send 8,000 dollars through bank of baroda,p/ward(3562) to clear the 2 containers at port,MTC 65G.Registalation no.JMA&JMB.Am on my way coming currently am in border at Namanga,It's Alex lawaza(TZ)",0: Legit (Low-risk),legit,hello oliver send dollar bank baroda ward clear container port mtc registalation jma jmb way come currently border namanga alex lawaza,True,False,False
2025,0: Legit (Low-risk),legit,empty,False,False,False
"Dear Customer,  Reply with1 to set GOD IS GOOD by LINCOLN MWANIKI as your Skiza Tune.   Reply with2 to set June by Bluewater Group as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam,dear customer reply set god good lincoln mwaniki tune reply set june bluewater group tune relive historic moment dial set today history tune,True,False,False
TODAY IS YOUR LUCKY DAY!\nUnachagua Box unaWIN BIG\n\nTuma 1/2/3/4/5/6/7 utume kwa 29960\n5k/15k/75k/105k/355k iko guaranteed\n\nKucheza ni FREE\nSTOP *456*9*5#,2: High-risk scam,scam,today lucky day unachagua box unawin big tuma utume kwa iko guarantee kucheza free stop,True,False,True
Earn money by posting ads on your Whatsapp status. Earn ksh 100 per view. Text admin via the link below for summary;https://wa.link/hb64rc Get started today!,2: High-risk scam,scam,earn money post ad whatsapp status earn ksh view text admin link summary start today,True,False,False
"We would like to extend an invitation for your first round *opportunity tour* to stand a chance of working with us at our office in Nairobi  TUESDAY 7TH JANUARY 2025  Venue: Kimathi Chambers, 6th Floor, Office 1  Kimathi Chambers is located along Kimathi Street in Nairobi, near Nation Media Centre, next door to Guaranty Trust Bank.  Reporting Time: 8:30 AM  YOUR RESERVATION CODE: FFP 155. OFFICE ADMINISTRATOR: *MR. BRIAN ODHIAMBO*",0: Legit (Low-risk),legit,like extend invitation round opportunity tour stand chance work office nairobi tuesday january venue kimathi chamber floor office kimathi chamber locate kimathi street nairobi near nation medium centre door guaranty trust bank report time reservation code ffp office administrator odhiambo,True,False,False
"Recruiting partners, mobile phone work, 1-5 minutes of work per day, 3000-8000Ksh per day. Contact information:https://t.me/OnlineCustomerService66",2: High-risk scam,scam,recruit partner mobile phone work minute work day day contact information,True,False,False
'“You will be made rich in every way so that you can be generous in every way. Such generosity produces thanksgiving to God👐To share this message reply with 18. To stop receiveing this reply with STOP.When you pray real things happen in your life that wouldnt have happened if you didnt pray. God is real and he is listening🙏Bless your callers with this message,0: Legit (Low-risk),legit,rich way generous way generosity produce thanksgive god share message reply stop receive reply stop pray real thing happen life happen pray god real listen bless caller message,True,False,False
"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is  Ks*(LOCKED)*.To unlock Dial *35*0000*16#",2: High-risk scam,scam,confirm receive ali juma new mpesa balance lock unlock dial,True,False,False
"Dear Winner You have received KES2, 000 From Flybet\n\n200 BETS = 200 KES\n1500 BETS = 2000KES\n6000 BETS = 5000KES\n\nCLAIM NOW:\nwww.flybet.ke STOP\n*456*9*5#",2: High-risk scam,scam,dear winner receive flybet bet kes bet bet claim stop,True,False,False
CONFIRMED 5000 KWAKO SAI PITA NA OVER 500x ODD + 5K BONUS DAILY LOGIN @ helaviator.com STAKE 20/ OR MORE CASHOUT HIGHEST & WIN BONUS LEGIT STOP *456*9*5#,2: High-risk scam,scam,confirm sai pita odd bonus daily login stake cashout high win bonus legit stop,True,False,False
CONGRATS!\nYou have lots of bangpoints in your game account! Log in now to claim 600KSH cashbox! \nPlay via: https://casino.bangbet.co.ke/#/?KCWVVDX202,2: High-risk scam,scam,congrat lot bangpoint game account log claim cashbox play,True,False,False
You will keep in perfect peace those whose minds are steadfast,0: Legit (Low-risk),legit,perfect peace mind steadfast,True,False,False
"SJ96FKH2DN CONFIRMED, YOU HAVE RECEIVED KES.80,500\n\nUSIPITWE NA HII CHEPKORIR INGIA> pepea.ke\n\nSHARE YAKO INAKUNGOJA LEO\n\nDEPOSIT 99/-PLAY&WIN",2: High-risk scam,scam,confirm receive kes usipitwe hii chepkorir ingia yako inakungoja leo deposit play win,True,False,False
2025,0: Legit (Low-risk),legit,empty,False,False,False
"Hi I'm Dr.VICKER PRESLEY 46yrs old man from California workin' for UN in Mandera, am single searching for female partner if interested call/sms to 0755415147. ",0: Legit (Low-risk),legit,old man california workin mandera single search female partner interested sm,True,False,False
"NI RENT, FEES AMA BILLS? USIWORRY CHEPKORIR\n\nTUNASORT 20K-230K EVERY 5 MINUTES\n\nINGIA> pepea.ke\n\nDEPOSIT 99/- OR MORE-PLAY-WIN-WITHDRAW",2: High-risk scam,scam,rent fee ama bill usiworry chepkorir tunasort minute ingia play win withdraw,True,False,False
"Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except diapers using code FLASH20 before 4 PM. Shop at bit.ly/3BfPu3g. ",2: High-risk scam,scam,min spend shop bit stop shoot flash sale live order non discount item diaper code shop bit,True,False,False
"Dear tenant,rent payment is now via MPESA TILL 4826990(LINKPAY)due to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT.",2: High-risk scam,scam,dear tenant rent payment mpesa till linkpay problem regular rent account pay time payment accept management,True,False,False
"STOP*456*9*5#Flash Sale is Live: 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3,000/=. Shop at bit.ly/3BfPu3g. Catch this deal every Mon-Fri this March between 8pm-9pm. ",2: High-risk scam,scam,stop flash sale live use code non discount item diaper min spend shop bit catch deal mon fri march,True,False,False
"NOTICE!\nDear tenant.\n\nWe are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER all rent payments will be done through:\n\nLIPA NA MPESA \nPAY BILL \nBusiness number 4140727\nAccount Number ( your name or house number)\nNAME : PROSPERITY  SERVICES \n\nCash or any other mode of payment will not be accepted deadline 5th SEPTEMBER.\n\nRegards,\nManagement.",2: High-risk scam,scam,notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number prosperity service cash mode payment accept deadline september regard management,True,False,False
"We make it easy to access mobile loans of up to Kshs. 35,000\nOur loans are insured hence no collateral\nVisit pesa-app.co.ke to your money processed in minutes",2: High-risk scam,scam,easy access mobile loan kshs loan insure collateral visit pesa app money process minute,True,False,False
Need a hand? You can get help whenever you need it at help.uber.com. Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam,need hand help need reply stop unsubscribe,True,False,False
🙏🙏 I can do all this through him who gives me strength. Phil 4;13 Reply with 17 To stop this message reply with STOP,0: Legit (Low-risk),legit,give strength phil reply stop message reply stop,True,False,False
"Some of the best days of your life haven't happened yet! Keep going 🙏 Bless your callers with this message today reply with 8 To stop reply with Stop.""",2: High-risk scam,scam,good day life haven happen go bless caller message today reply stop reply stop,True,False,False
Dear God,0: Legit (Low-risk),legit,dear god,True,False,False
"NOTICE! Dear tenant.  We are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER  all rent payments will be done through:  LIPA NA MPESA  PAY BILL  Business number :4140343 Account Number ( your name or house number) NAME:APARTMENT SERVICES AGENCY  Cash or any other mode of payment will not be accepted deadline 7th SEPTEMBER.  Regards, Management.",2: High-risk scam,scam,notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number apartment service agency cash mode payment accept deadline september regard management,True,False,False
"Bwana, nifunike kwa ngao yako. Nilinde na maadui wangu, wale wanaoonekana na wasioonekana. Nijaze na nguvu na ujasiri kukabiliana na changamoto zozote. Amina. Jibu na 0 ili Kueneza ujumbe huu kwa wengine. Bonyeza *875*349 kupata sisi ni wale tuliobarikiwa kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit,ngao yako nilinde maadui wangu wale wanaoonekana wasioonekana nijaze nguvu ujasiri kukabiliana changamoto zozote ili kueneza ujumbe huu kwa wengine bonyeza kupata sisi wale tuliobarikiwa kama,True,False,True
Amount Credited:\n100000 coins \nSENDER: LuckyWin \nRef: Free Bonus expires at 20250101\nClaim on https://bit.ly/4gwoiN7\nSTOP*456*9*5#,2: High-risk scam,scam,credit coin sender luckywin ref free bonus expire claim stop,True,False,False
